1200177980, 4905179, 229659907, 1028019922, 0, 7157020, 339958225, 14849, NFlaky
1200843710, 4914989, 229784129, 1028979087, 0, 7162148, 340391331, 14859, NFlaky
1209637853, 5476303, 231203121, 1003316459, 0, 7251403, 354561085, 14859, NFlaky
1210305381, 5482155, 231327880, 1003967563, 0, 7256053, 354832998, 14869, NFlaky
1210704132, 4889463, 231493981, 1044307319, 0, 7349882, 325812144, 14850, NFlaky
1211367653, 4896027, 231617868, 1045047914, 0, 7354642, 326110773, 14860, NFlaky
1239435609, 4786115, 236354810, 983022114, 0, 7279647, 324799697, 14830, NFlaky
1240093013, 4791995, 236477049, 983663377, 0, 7284004, 325082442, 14840, NFlaky
1207610460, 5708092, 230344155, 990461575, 0, 7210200, 375286983, 14735, NFlaky
1210017975, 5724740, 230786120, 992761020, 0, 7230617, 376121548, 14753, NFlaky
16971143, 60311, 3360263, 14144379, 0, 96139, 4224953, 115, NFlaky
67327690, 159993, 12458547, 51702644, 0, 270668, 11863199, 301, NFlaky
16813256, 63546, 3330663, 14360004, 0, 102379, 4100042, 116, NFlaky
68351575, 181781, 12635498, 64562816, 0, 296089, 12896471, 302, NFlaky
17119369, 63546, 3384827, 14192710, 0, 102781, 4162900, 124, NFlaky
65155382, 162439, 12081327, 49414952, 0, 275308, 11100460, 306, NFlaky
17141219, 60704, 3394558, 13957124, 0, 97641, 3896654, 116, NFlaky
67488655, 160408, 12491906, 51967413, 0, 275040, 11474646, 300, NFlaky
17254495, 61799, 3459116, 14238025, 0, 102865, 4015361, 117, NFlaky
66022673, 162182, 12244964, 50432980, 0, 277239, 11543402, 300, NFlaky
17152844, 63164, 3416493, 14254963, 0, 101794, 4266610, 118, NFlaky
69905457, 163903, 12945611, 56131242, 0, 284228, 11505187, 300, NFlaky
1053194990, 4496633, 201153709, 950865708, 0, 6576340, 301919136, 13763, NFlaky
1053941540, 4503227, 201293880, 951664242, 0, 6581351, 302293616, 13773, NFlaky
1055815888, 4268398, 201956091, 859810028, 0, 6416802, 291701941, 13808, NFlaky
1058348993, 4286186, 202419049, 862193643, 0, 6437637, 292612337, 13828, NFlaky
1213724860, 4877042, 231820688, 1040756702, 0, 7398864, 328881663, 14927, NFlaky
1214384204, 4882624, 231944210, 1041384804, 0, 7403246, 329129597, 14937, NFlaky
63329658, 148379, 11742665, 52756285, 0, 253440, 10457439, 276, NFlaky
68318467, 180331, 12651471, 58959547, 0, 299828, 12603683, 300, NFlaky
62100433, 150741, 11545420, 54423654, 0, 248900, 11100916, 282, NFlaky
66964789, 183181, 12431454, 61882811, 0, 297377, 13381765, 309, NFlaky
61748475, 155332, 11487237, 55349294, 0, 251628, 10379566, 273, NFlaky
67165557, 192156, 12478303, 63680256, 0, 305472, 12913314, 298, NFlaky
62768015, 134134, 11623235, 46959958, 0, 227211, 9320115, 275, NFlaky
68581377, 163413, 12682275, 52909140, 0, 274928, 11465205, 301, NFlaky
61597993, 142044, 11461793, 50573270, 0, 238503, 10113269, 274, NFlaky
66598723, 171289, 12371755, 56294985, 0, 283078, 12204741, 299, NFlaky
1207698025, 4864483, 231060359, 967696679, 0, 7079196, 314397063, 14911, NFlaky
1210133333, 4881935, 231507900, 969971745, 0, 7099418, 315249066, 14930, NFlaky
62157996, 139750, 11556188, 47163339, 0, 238389, 10183976, 283, NFlaky
67335677, 166637, 12499579, 52606887, 0, 281178, 12332179, 308, NFlaky
62230308, 134053, 11540206, 47433898, 0, 227124, 10031491, 275, NFlaky
67286609, 159886, 12460348, 52734924, 0, 268853, 12098962, 300, NFlaky
63826787, 136611, 11806933, 48776808, 0, 236859, 10205870, 273, NFlaky
68865318, 162985, 12724891, 53983736, 0, 280461, 12117956, 298, NFlaky
63568851, 139606, 11788836, 48645519, 0, 237932, 9931807, 273, NFlaky
68438759, 167245, 12676883, 53673622, 0, 281084, 11794596, 298, NFlaky
61786947, 137759, 11468606, 46253946, 0, 236592, 9924366, 281, NFlaky
66999262, 168616, 12416590, 52874602, 0, 281669, 12399263, 305, NFlaky
1200314546, 4678038, 229678047, 958077532, 0, 7073150, 303842629, 14863, NFlaky
1202865628, 4695886, 230148745, 960581613, 0, 7095051, 304834262, 14881, NFlaky
62024330, 136942, 11493252, 46252457, 0, 233351, 10075254, 281, NFlaky
66926367, 165566, 12387463, 51763358, 0, 277884, 12263825, 306, NFlaky
60558622, 139574, 11247921, 45605778, 0, 227970, 10039804, 278, NFlaky
65500776, 165571, 12146617, 50762561, 0, 269507, 12055264, 303, NFlaky
62263205, 139854, 11556552, 47349957, 0, 234671, 10562720, 273, NFlaky
67252638, 170710, 12463814, 52936717, 0, 278192, 12762384, 298, NFlaky
63314189, 135160, 11727246, 47607420, 0, 232195, 9751091, 280, NFlaky
68291483, 161529, 12634591, 52712292, 0, 275497, 11571712, 305, NFlaky
1193646436, 5252727, 228168964, 1068022227, 0, 7396514, 344198706, 14784, NFlaky
1194301712, 5259784, 228290925, 1068984582, 0, 7401754, 344555729, 14794, NFlaky
61406288, 147967, 11452132, 52382325, 0, 244530, 10552119, 287, NFlaky
66477227, 176889, 12376599, 58041836, 0, 287899, 12725462, 311, NFlaky
60865126, 138591, 11305374, 44530293, 0, 231577, 9043016, 280, NFlaky
65738503, 167201, 12192651, 49563069, 0, 275326, 10979366, 305, NFlaky
60530227, 133374, 11249257, 46059012, 0, 227429, 10102662, 276, NFlaky
65702380, 158635, 12190999, 51365904, 0, 268657, 12126075, 302, NFlaky
1198203733, 4602201, 228393780, 972448167, 0, 7133852, 312089913, 14934, NFlaky
1200617650, 4618293, 228837232, 974707591, 0, 7154167, 312912457, 14953, NFlaky
1202440427, 4926239, 230260728, 1023613427, 0, 7256950, 324815357, 14970, NFlaky
1204852803, 4942916, 230703826, 1025855272, 0, 7276915, 325621143, 14988, NFlaky
1179761211, 4693403, 224883882, 985972248, 0, 7174566, 319887245, 14890, NFlaky
1180463607, 4701220, 225012908, 987006718, 0, 7179952, 320293015, 14900, NFlaky
1193464258, 4664583, 227682369, 953898173, 0, 7108758, 316077630, 14782, NFlaky
1195936902, 4687734, 228133940, 957406401, 0, 7133523, 317215344, 14800, NFlaky
409951944, 1417493, 79847908, 382884389, 0, 2364388, 114980781, 2824, NFlaky
420734566, 1473366, 81925031, 394447982, 0, 2447955, 120555154, 2939, NFlaky
424870666, 1491687, 82691953, 398255356, 0, 2480887, 122237992, 2996, NFlaky
429659202, 1505766, 83593835, 401500116, 0, 2505270, 123275072, 3067, NFlaky
433595340, 1522367, 84334724, 404761456, 0, 2530410, 124407626, 3120, NFlaky
