C1,C2,C3,C4,C5,C6,C7,C8,Type
5950442235,39946259,1114154839,6165488154,0,29634437,3729218815,27996, NFlaky
4.20326E+11,677027907,79529339395,2.29247E+11,0,624993555,54926082114,167022, NFlaky
4.20433E+11,678285284,79548483146,2.29382E+11,0,625838866,55024515169,167029, NFlaky
4.24045E+11,671011565,80351308186,2.369E+11,0,675021002,54132623620,177688, NFlaky
4.24151E+11,672217693,80370258024,2.37025E+11,0,675820725,54221538117,177696, NFlaky
4.18559E+11,641857683,79327718903,2.25384E+11,0,657470119,51976738485,160938, NFlaky
4.18665E+11,643351668,79346764921,2.25564E+11,0,658379500,52091668136,160943, NFlaky
6818389100,43066666,1291597117,6627185442,0,37231521,3546041614,49285, NFlaky
6914727724,44306918,1308808003,6776679541,0,38025755,3650870280,50204, NFlaky
6373488551,40560717,1213927367,6995960740,0,35587437,3846216288,42458, NFlaky
6481730835,41720361,1233352426,7129122270,0,36395026,3939038660,42470, NFlaky
4.40007E+11,610620141,82909273263,2.26195E+11,0,638969228,52675811497,113991, NFlaky
4.40097E+11,611687648,82925386599,2.2632E+11,0,639612387,52753318841,114000, NFlaky
4.19446E+11,694121464,79180384625,2.20685E+11,0,582938233,53792388136,142055, NFlaky
4.19554E+11,695590562,79199799883,2.20883E+11,0,583923516,53919550860,142064, NFlaky
2113813428,13768883,410054353,2599970752,0,13929483,1416687118,7044, NFlaky
2233117167,15269386,431438408,2782120041,0,15018062,1530953369,7054, NFlaky
4956746307,30613652,947754250,5408010131,0,27994590,2906501109,41281, NFlaky
5098699380,32322478,973295603,5613574313,0,29294962,3044351673,41300, NFlaky
4.30178E+11,584296922,80889403538,2.23345E+11,0,619639181,51146661598,125885, NFlaky
4.30272E+11,585323033,80906195088,2.23455E+11,0,620286550,51227393613,125897, NFlaky
3769617388,20688581,729665803,3693348927,0,22356201,1575709291,35738, NFlaky
3916563596,22305970,756103134,3874520761,0,23623719,1696414798,35762, NFlaky
4170969891,29469641,789528063,5752423311,0,23108079,3332510915,10862, NFlaky
4288882235,30762241,810749918,5896291870,0,24059674,3431296771,11803, NFlaky
4.27741E+11,548056930,81307953017,2.17506E+11,0,592747511,52095695344,272343, NFlaky
4.27847E+11,549231001,81327190331,2.17644E+11,0,593544702,52190008843,272357, NFlaky
1347434580,8213336,262410240,1550126939,0,9211960,847298969,9820, NFlaky
1498023722,9996780,289418546,1751891819,0,10589510,983327085,11793, NFlaky
3951877721,22482738,762720902,4389041759,0,23984785,2066465919,38214, NFlaky
4096421506,24423348,788721504,4644212474,0,25286305,2236263900,38229, NFlaky
5552569035,30367693,1070900639,5621325558,0,30776985,2687535804,43735, NFlaky
5694308580,32226625,1096458501,5862490644,0,32197087,2827925490,43758, NFlaky
8088763237,54677115,1504588675,8218818276,0,38156363,5041938896,28308, NFlaky
8176272332,55627314,1520278166,8320968150,0,38724081,5104131653,28315, NFlaky
4.18743E+11,665151942,79224046583,2.27054E+11,0,613238548,53638668516,165531, NFlaky
4.18763E+11,665388895,79227657171,2.27097E+11,0,613409629,53679142302,165532, NFlaky
4.22472E+11,659599018,80047900207,2.35145E+11,0,663661677,53299289492,176193, NFlaky
4.22491E+11,659809507,80051370175,2.35169E+11,0,663817376,53315114321,176194, NFlaky
4.16985E+11,630012393,79024128883,2.23371E+11,0,645734866,50926341766,159439, NFlaky
4.17004E+11,630240877,79027550729,2.23404E+11,0,645906715,50951510696,159440, NFlaky
2407844742,12405155,463766000,2244686066,0,12946290,981461082,28690, NFlaky
2426611572,12616167,467220194,2269630944,0,13102134,999890205,29055, NFlaky
4.28331E+11,615436396,80448431478,2.2348E+11,0,616409747,54391550668,170012, NFlaky
4.28341E+11,615547722,80450262999,2.23494E+11,0,616474701,54404148337,170012, NFlaky
4.38622E+11,600124030,82655602490,2.2475E+11,0,633574948,51690297477,113863, NFlaky
4.38634E+11,600262653,82657757986,2.24768E+11,0,633652895,51707150410,113864, NFlaky
4.17867E+11,682882665,78876097758,2.18756E+11,0,571510350,52670561082,140530, NFlaky
4.17887E+11,683084037,78879830063,2.18782E+11,0,571663927,52690475467,140530, NFlaky
6641251727,46999338,1241902577,7315987564,0,33418810,4592644526,20122, NFlaky
6652328773,47123374,1243979422,7331515112,0,33490302,4606585908,20122, NFlaky
5433139985,35333598,1034500731,6043103247,0,30545570,3308254135,41306, NFlaky
5445204095,35537317,1036733402,6067983491,0,30651535,3329072006,41306, NFlaky
4.30016E+11,582722230,80859723061,2.23147E+11,0,618516445,51013405786,125855, NFlaky
4.30026E+11,582846451,80861697231,2.23163E+11,0,618592009,51027743644,125855, NFlaky
7491083715,47688417,1415898606,7782597310,0,39745778,4219906314,43411, NFlaky
7502180283,47844467,1417966805,7808103112,0,39845938,4240983725,43411, NFlaky
5936345771,39642196,1123377823,7670310252,0,31578880,4329372136,16936, NFlaky
5952486160,39839222,1126407793,7701766630,0,31728682,4355628665,16944, NFlaky
4.22657E+11,511755825,80366906696,2.11596E+11,0,570615622,48292169041,270872, NFlaky
4.22671E+11,511918339,80369376892,2.11622E+11,0,570728671,48316024748,270873, NFlaky
4.22262E+11,669029599,78953641679,2.19447E+11,0,610722177,54992552040,445713, NFlaky
4.22272E+11,669174340,78955490414,2.19467E+11,0,610802752,55007212450,445713, NFlaky
4.32026E+11,704577726,81255923833,2.25826E+11,0,614860818,57398146864,138192, NFlaky
4.32036E+11,704703613,81257727419,2.25848E+11,0,614933862,57416811359,138192, NFlaky
4.24613E+11,571837326,80637178193,2.20216E+11,0,623579046,52897565662,197059, NFlaky
4.24622E+11,571946628,80638906125,2.2023E+11,0,623644431,52910861775,197059, NFlaky
6262683389,42010880,1171254015,6442700808,0,30450876,3929256862,28002, NFlaky
6274953903,42154656,1173541149,6463561945,0,30542107,3948674423,28003, NFlaky
4.20201E+11,675447987,79506671685,2.29053E+11,0,623856788,54805213187,167005, NFlaky
4.2392E+11,669559132,80328659858,2.36728E+11,0,673926871,54028878388,177675, NFlaky
4.18434E+11,640254593,79305221194,2.25173E+11,0,656325774,51854236365,160923, NFlaky
7886740914,51346328,1489901896,7948461236,0,42409636,4455332176,50437, NFlaky
4.26448E+11,604686754,80088889034,2.2185E+11,0,608583005,53530833171,169009, NFlaky
4.3878E+11,601650688,82684644216,2.24938E+11,0,634664166,51828284772,113905, NFlaky
4.19319E+11,692805620,79157462665,2.2053E+11,0,581912308,53683910840,142035, NFlaky
7606982033,55192089,1418102706,8388124241,0,38143090,5376971230,20487, NFlaky
4.25864E+11,585855087,80034357465,2.19538E+11,0,622742612,52261096370,169587, NFlaky
4.32034E+11,598809998,81230000188,2.25309E+11,0,627164405,52389239882,125978, NFlaky
4477628251,27034414,858813509,4513324823,0,26560555,2106162666,35825, NFlaky
3996720575,27620377,757730118,5524737497,0,21687499,3182211967,8317, NFlaky
1544304475,10079442,300936879,2074051790,0,10886334,1061300963,10287, NFlaky
4.24341E+11,683729461,79332563018,2.21605E+11,0,618181067,56585461201,445942, NFlaky
7324378219,50392513,1379933598,8820636270,0,42100541,4921483415,43411, NFlaky
8295459074,51986392,1571842966,8875749804,0,44341518,4699457316,54509, NFlaky
3150168599,20316526,602755802,3511519496,0,18706122,1953761471,16543, NFlaky
4.2679E+11,729689087,80726610139,2.37462E+11,0,651892367,60200559037,168009, NFlaky
4.30334E+11,724612336,81515126088,2.45936E+11,0,703057729,60266528514,178694, NFlaky
4.24874E+11,688800142,80496989223,2.32024E+11,0,683710183,56226336942,161929, NFlaky
9200556898,64063205,1731352804,9835016526,0,47802154,5728535322,51908, NFlaky
4.28753E+11,617355228,80521005675,2.23753E+11,0,617246881,54541864410,170018, NFlaky
4.39154E+11,603560216,82753278816,2.25231E+11,0,635561334,52015419830,113936, NFlaky
4.25713E+11,741743121,80337276077,2.27892E+11,0,609136265,58910434220,143050, NFlaky
4255613784,29976581,806437901,4951202411,0,24775993,2959191150,13398, NFlaky
4.2814E+11,600278319,80460444670,2.21768E+11,0,633116908,53443383084,170636, NFlaky
4.31947E+11,597684606,81214493860,2.2517E+11,0,626500639,52305500122,125970, NFlaky
2472386401,12651949,475883678,2294747418,0,13395396,967792498,28144, NFlaky
1360800634,8042522,257585538,1655497935,0,7000948,951808641,5065, NFlaky
4.27625E+11,546719391,81286997999,2.17332E+11,0,591815797,51981561155,272330, NFlaky
6221280744,35223223,1193691964,6254401125,0,34459640,3242602536,42573, NFlaky
7741299515,53288626,1456431672,9240407490,0,43527525,5242046035,43467, NFlaky
4.25426E+11,577860046,80786714167,2.21009E+11,0,626399050,53438451751,197080, NFlaky
3618362515,22892623,688798557,3906640529,0,20101492,2217899772,16597, NFlaky
4.26798E+11,729759485,80727956148,2.37476E+11,0,651937290,60211099700,168011, NFlaky
4.30341E+11,724678324,81516429782,2.45951E+11,0,703105300,60278410934,178696, NFlaky
4.24881E+11,688855832,80498298651,2.32033E+11,0,683754998,56234149187,161931, NFlaky
4.2472E+11,583466505,80255051790,2.25677E+11,0,653269410,53325494130,160278, NFlaky
3269967927,19788580,628063905,3818949886,0,18796727,1994079436,34686, NFlaky
4.37272E+11,593294469,82395274183,2.23657E+11,0,627798054,51173236676,112878, NFlaky
4.2572E+11,741798852,80338537459,2.27901E+11,0,609178587,58917788712,143052, NFlaky
5830310759,41123887,1093125599,6567733485,0,30793519,4044992823,20095, NFlaky
4.29221E+11,607233407,80659998089,2.22847E+11,0,637521461,54094197505,170896, NFlaky
4.28511E+11,575719091,80572073805,2.2192E+11,0,612234914,50441942888,124831, NFlaky
4483108902,27078708,859842657,4521600697,0,26603350,2111785063,35829, NFlaky
4292953978,30799292,811503308,5902589802,0,24088153,3437012907,11915, NFlaky
4.26535E+11,537404006,81086747409,2.16E+11,0,586661847,51037933369,272156, NFlaky
4.23889E+11,680183070,79249737572,2.21125E+11,0,616438559,56231407315,445898, NFlaky
5319807940,35052202,1014260388,6329017689,0,32721028,3314196749,38512, NFlaky
4.26163E+11,583074613,80920661322,2.21806E+11,0,629352566,53896079704,197155, NFlaky
3272712024,20626114,625338994,3592966678,0,19016307,1990987958,16578, NFlaky
4.26497E+11,727363926,80672872021,2.37113E+11,0,651197779,59993501564,168003, NFlaky
4.30049E+11,722468129,81463001924,2.45538E+11,0,702265761,59990281417,178686, NFlaky
4.24579E+11,686965329,80442859067,2.31778E+11,0,683014841,56055682440,161925, NFlaky
4.24542E+11,583230663,80226734344,2.25548E+11,0,653052227,53285518524,160272, NFlaky
6253181946,39300353,1192200843,6845731778,0,34647835,3733147321,42435, NFlaky
278190389,1102924,54744395,225947455,0,1321823,83289950,3979, NFlaky
4.25423E+11,739882672,80284121545,2.27656E+11,0,608472696,58740283393,143044, NFlaky
281080218,1244250,55482699,290578437,0,1388632,132844264,3974, NFlaky
5792212480,40821355,1086178303,6518052907,0,30553857,4015663502,20084, NFlaky
3646701985,22320245,691576805,3887380188,0,19102930,2133344278,39406, NFlaky
2825378346,17364038,545464433,3138144708,0,17240588,1650341340,7124, NFlaky
4351885953,25532299,836211815,4334280529,0,25467257,1986116876,35806, NFlaky
2873873783,19079086,538342873,3822495897,0,13767302,2321211127,6144, NFlaky
4.24929E+11,527739702,80779335536,2.14274E+11,0,579079804,50066807694,271174, NFlaky
4.21695E+11,664046042,78849412532,2.18763E+11,0,608310776,54536053040,445637, NFlaky
2530586084,13465939,486442165,2648907923,0,14216153,1242620911,30713, NFlaky
6438034530,37228121,1235047502,6731064895,0,35956899,3303997085,44070, NFlaky
4086102279,26276681,774721182,4389192380,0,21788943,2570821664,22684, NFlaky
4.26166E+11,724613638,80611940783,2.36711E+11,0,650355069,59753264886,167994, NFlaky
4.26172E+11,724665304,80613184781,2.36721E+11,0,650398886,59758563117,167995, NFlaky
4.29741E+11,719634247,81406565722,2.45079E+11,0,701360257,59641240701,178672, NFlaky
4.29748E+11,719683070,81407797405,2.45092E+11,0,701406828,59651356332,178672, NFlaky
4.24257E+11,684813508,80383586606,2.31467E+11,0,682145716,55834411367,161912, NFlaky
4.24264E+11,684862090,80384830707,2.31476E+11,0,682192062,55840330029,161914, NFlaky
7776758202,50132898,1470118470,7787155855,0,41661320,4336179483,50418, NFlaky
7783467133,50184377,1471356330,7798036758,0,41712874,4342089898,50419, NFlaky
5887061719,36728885,1124762081,6464525944,0,33373944,3485469073,42420, NFlaky
5893451274,36769446,1125943787,6470517223,0,33418322,3488175809,42422, NFlaky
400824154,1367150,75884140,314362002,0,1782054,106432623,5792, NFlaky
406913206,1415532,76994129,322432250,0,1827555,111677225,5942, NFlaky
4.25105E+11,737783650,80225867912,2.27385E+11,0,607667267,58542042167,143029, NFlaky
4.25111E+11,737823713,80227022612,2.27392E+11,0,607709987,58545990412,143031, NFlaky
407872432,1595765,77413816,413781706,0,1911747,175112104,5789, NFlaky
413986304,1644667,78531536,422706637,0,1956617,182110053,5941, NFlaky
5269416611,38026890,992377002,6082188024,0,28897881,3746656336,20021, NFlaky
5274784000,38067124,993371217,6088755198,0,28932905,3751391849,20023, NFlaky
2636442940,14533683,506369127,2805945545,0,14534121,1358510373,31268, NFlaky
2642209171,14584163,507425801,2814614669,0,14577467,1364322717,31419, NFlaky
4.31665E+11,595844289,81162652058,2.24935E+11,0,625704350,52170461750,125961, NFlaky
4.31671E+11,595883556,81163787344,2.24941E+11,0,625744019,52173497966,125962, NFlaky
5202394703,31832028,994026751,5305000545,0,29821434,2589902821,36041, NFlaky
5209441562,31877238,995312216,5312665148,0,29867162,2594844051,36043, NFlaky
1405111405,8335530,265686048,1728914747,0,7269159,1001080842,5090, NFlaky
1410857819,8381496,266740343,1740454492,0,7308970,1010239104,5091, NFlaky
4.21936E+11,507469649,80232670781,2.1086E+11,0,567219769,47825692552,270612, NFlaky
4.21942E+11,507527062,80233892909,2.10873E+11,0,567273842,47833427417,270613, NFlaky
4.2435E+11,683794789,79334218023,2.21618E+11,0,618235470,56593166510,445946, NFlaky
4.24355E+11,683836954,79335232505,2.21625E+11,0,618268391,56596663493,445947, NFlaky
4.30513E+11,693682015,80975769662,2.24244E+11,0,609181931,56329844399,137982, NFlaky
4.30519E+11,693722079,80976926124,2.2425E+11,0,609220729,56332816455,137983, NFlaky
4244285026,21754336,814942417,3952409510,0,21523005,1851334924,41851, NFlaky
4251513217,21799356,816255526,3960275617,0,21570780,1856487290,41852, NFlaky
9301588590,60704751,1739896072,9300083618,0,44268544,5493483588,29346, NFlaky
9306542956,60744400,1740816844,9309997158,0,44302133,5500025358,29348, NFlaky
4.26141E+11,724407081,80607271790,2.36672E+11,0,650201902,59729723131,167980, NFlaky
4.26145E+11,724440547,80608031622,2.36679E+11,0,650230044,59733512718,167984, NFlaky
4.29716E+11,719420225,81401901954,2.45031E+11,0,701201539,59604532381,178656, NFlaky
4.2972E+11,719453607,81402660786,2.45039E+11,0,701230362,59610500058,178660, NFlaky
4.24232E+11,684632115,80378927734,2.31433E+11,0,681985451,55811463392,161897, NFlaky
4.24236E+11,684659448,80379685673,2.31438E+11,0,682013882,55814504687,161900, NFlaky
4.23355E+11,574853984,80008497324,2.24258E+11,0,649131934,52345954191,160191, NFlaky
4.2336E+11,574883564,80009253394,2.24264E+11,0,649161818,52348766643,160193, NFlaky
4.24107E+11,588003762,79655224493,2.19619E+11,0,599498685,52019026785,168711, NFlaky
4.24108E+11,588013364,79655358371,2.1962E+11,0,599505196,52020317820,168711, NFlaky
4.3864E+11,600306650,82659046596,2.24777E+11,0,633694575,51713377825,113867, NFlaky
4.38644E+11,600331615,82659760848,2.24781E+11,0,633719977,51716026910,113869, NFlaky
4.25081E+11,737617158,80221355917,2.27358E+11,0,607519937,58523683514,143016, NFlaky
4.25085E+11,737642811,80222095555,2.27362E+11,0,607547245,58526305034,143018, NFlaky
5822582731,41049332,1091706798,6553054119,0,30724279,4034789132,20092, NFlaky
5823409450,41056518,1091854222,6554418913,0,30730322,4035625823,20092, NFlaky
4.25866E+11,585873222,80034767285,2.1954E+11,0,622757837,52262479749,169587, NFlaky
4.2587E+11,585901803,80035543443,2.19544E+11,0,622787453,52264294666,169589, NFlaky
5045289574,37115760,948425485,6143140981,0,28433491,3622779832,19003, NFlaky
5053370413,37152270,949929495,6151583285,0,28476593,3628191422,19007, NFlaky
3939076531,22516962,760186572,3903995499,0,23788933,1710567866,35767, NFlaky
3948085110,22557854,761849705,3912659796,0,23842691,1714752088,35770, NFlaky
1374632931,8130532,260101105,1678141408,0,7083215,966733510,5078, NFlaky
1383835215,8177037,261795462,1691051956,0,7132857,973625710,5082, NFlaky
4.27127E+11,542049885,81195806402,2.16654E+11,0,589185233,51530189850,272244, NFlaky
4.27128E+11,542055268,81195945721,2.16655E+11,0,589190180,51530994360,272244, NFlaky
4.23745E+11,680038731,79228106566,2.21059E+11,0,616275865,56210457356,445892, NFlaky
4.23749E+11,680065563,79228915690,2.21064E+11,0,616303065,56213981759,445893, NFlaky
4914804878,31072111,941026345,5791683465,0,29859988,2952775422,38448, NFlaky
4915645762,31079153,941174661,5793073557,0,29866229,2953563795,38448, NFlaky
1458923253,6280912,281864031,1273501089,0,6934191,525021572,11841, NFlaky
1459839558,6287596,282022007,1274617710,0,6940393,525895715,11858, NFlaky
3258200267,20540422,622622551,3575472672,0,18930639,1980304691,16571, NFlaky
3267389609,20585492,624338143,3585968231,0,18978544,1985917432,16574, NFlaky
4.16493E+11,651997821,78790967634,2.24145E+11,0,600011306,51956647572,163360, NFlaky
4.20222E+11,647827086,79615051557,2.3312E+11,0,651554916,52404520238,173998, NFlaky
4.14735E+11,618128419,78591658046,2.21161E+11,0,633407637,49848045539,157260, NFlaky
6916136497,44313912,1309053456,6778189011,0,38034099,3651884392,50204, NFlaky
48162388,86868,9535983,45107223,0,153134,10254968,319, NFlaky
4.3951E+11,606256658,82818494190,2.25627E+11,0,636764827,52272179000,113971, NFlaky
4.15641E+11,671415919,78448103223,2.16611E+11,0,559306656,51652670303,138328, NFlaky
5448382901,38523766,1023137570,6213606526,0,29594108,3799484594,20063, NFlaky
4.28933E+11,605178230,80609738114,2.22543E+11,0,636138791,53907878165,170876, NFlaky
4.32063E+11,598962721,81235460057,2.25336E+11,0,627332618,52401475070,126004, NFlaky
4.3149E+11,610150079,81841565150,2.20271E+11,0,624899216,53171311149,125237, NFlaky
602527285,3353005,116745734,730544188,0,3373064,393557606,4740, NFlaky
4.27849E+11,549238281,81327403242,2.17646E+11,0,593551841,52191018945,272357, NFlaky
4.20362E+11,652024880,78604012096,2.17031E+11,0,603244015,53317496703,445597, NFlaky
6482588569,43696489,1231036196,7774750694,0,38322014,4198586467,43386, NFlaky
4236065232,21692691,813399493,3942248827,0,21472684,1844112537,41846, NFlaky
6276398877,42161847,1173792966,6464955788,0,30549870,3949599108,28003, NFlaky
4.16486E+11,651928282,78789698462,2.24132E+11,0,599940450,51949827134,163359, NFlaky
4.16488E+11,651948767,78790057024,2.24136E+11,0,599963272,51952062163,163359, NFlaky
4.1649E+11,651964603,78790334620,2.24139E+11,0,599980059,51953690162,163359, NFlaky
4.16491E+11,651982435,78790612682,2.24142E+11,0,599996446,51955328181,163360, NFlaky
4.20215E+11,647771601,79613787449,2.33111E+11,0,651493137,52399971756,173997, NFlaky
4.20217E+11,647790137,79614153351,2.33114E+11,0,651513474,52401634163,173998, NFlaky
4.20219E+11,647806081,79614425550,2.33117E+11,0,651530029,52402841583,173998, NFlaky
4.2022E+11,647817586,79614698367,2.33118E+11,0,651543024,52403758920,173998, NFlaky
4.14728E+11,618072921,78590420764,2.21152E+11,0,633349335,49843943039,157260, NFlaky
4.1473E+11,618090476,78590771785,2.21155E+11,0,633368675,49845413640,157260, NFlaky
4.14731E+11,618104066,78591039218,2.21157E+11,0,633383031,49846306266,157260, NFlaky
4.14733E+11,618116859,78591307690,2.21159E+11,0,633395723,49847159118,157260, NFlaky
7017072828,45126884,1327653612,6887461961,0,38481459,3734505959,50210, NFlaky
7018263614,45137289,1327874798,6889131676,0,38492940,3735489646,50210, NFlaky
7019145735,45145711,1328038386,6890296196,0,38500242,3736078770,50210, NFlaky
7020194437,45154353,1328228149,6891597191,0,38508009,3736692723,50210, NFlaky
4.28029E+11,613467840,80392839290,2.23241E+11,0,615597946,54241480874,170006, NFlaky
4.2803E+11,613475208,80392985578,2.23242E+11,0,615604089,54241916197,170006, NFlaky
4.28031E+11,613489642,80393300227,2.23244E+11,0,615614089,54242838659,170006, NFlaky
4.28033E+11,613499947,80393507433,2.23245E+11,0,615623703,54243373663,170006, NFlaky
4.40099E+11,611706226,82925773757,2.26322E+11,0,639627161,52754646352,114000, NFlaky
4.401E+11,611717504,82926008571,2.26324E+11,0,639637473,52755193119,114000, NFlaky
4.40101E+11,611727005,82926185113,2.26325E+11,0,639645264,52755796839,114000, NFlaky
4.40102E+11,611734280,82926320189,2.26326E+11,0,639650167,52756242828,114000, NFlaky
4.15634E+11,671366882,78446863851,2.16604E+11,0,559248318,51649389155,138328, NFlaky
4.15636E+11,671382634,78447224197,2.16606E+11,0,559268204,51650571260,138328, NFlaky
4.15638E+11,671394835,78447500967,2.16608E+11,0,559282791,51651318749,138328, NFlaky
4.15639E+11,671406072,78447770458,2.1661E+11,0,559295422,51652000451,138328, NFlaky
4259977440,30012996,807264164,4957440490,0,24803832,2963965078,13502, NFlaky
4260969270,30023057,807448126,4958907900,0,24813062,2964873235,13522, NFlaky
4261868396,30032194,807613446,4960054911,0,24820455,2965415475,13542, NFlaky
4263364311,30044961,807893505,4961896000,0,24832301,2966306308,13565, NFlaky
4.29115E+11,606350989,80640617506,2.22731E+11,0,637038274,54011944802,170887, NFlaky
4.29117E+11,606366164,80640948583,2.22733E+11,0,637049177,54013278697,170887, NFlaky
4.29118E+11,606377326,80641197962,2.22734E+11,0,637060600,54013920360,170887, NFlaky
4.2912E+11,606386391,80641402602,2.22735E+11,0,637069595,54014381019,170887, NFlaky
4.30029E+11,582870448,80862203122,2.23167E+11,0,618610572,51030949860,125855, NFlaky
4.30031E+11,582886285,80862578723,2.23169E+11,0,618623093,51032837693,125855, NFlaky
4.30032E+11,582897782,80862827335,2.23171E+11,0,618634406,51033720628,125855, NFlaky
4.30033E+11,582905265,80863011250,2.23172E+11,0,618641330,51034166925,125855, NFlaky
5068761854,31417292,969411888,5203107458,0,29429951,2536098269,36003, NFlaky
5071035658,31441215,969836775,5207492124,0,29447478,2539884313,36003, NFlaky
5071979177,31451451,970012750,5209108669,0,29456272,2540962731,36003, NFlaky
5073201557,31464077,970234046,5211374869,0,29467983,2542357065,36003, NFlaky
1388797789,8207512,262707635,1698858680,0,7162381,978435978,5086, NFlaky
1392107506,8234847,263302191,1705095105,0,7179670,983839849,5086, NFlaky
1393575474,8246275,263559482,1707773704,0,7190018,985684979,5086, NFlaky
1395524905,8260869,263901315,1710947261,0,7203552,987725918,5086, NFlaky
4.26587E+11,537733580,81096618268,2.16064E+11,0,586969534,51079921978,272203, NFlaky
4.26589E+11,537750395,81097001586,2.16066E+11,0,586982691,51081483473,272203, NFlaky
4.2659E+11,537758330,81097198225,2.16067E+11,0,586990129,51081977366,272203, NFlaky
4.26591E+11,537767152,81097401569,2.16069E+11,0,586998737,51082550157,272203, NFlaky
4.24358E+11,683856795,79335647490,2.21629E+11,0,618283879,56598692698,445948, NFlaky
4.24358E+11,683866000,79335828588,2.21631E+11,0,618292104,56599300644,445947, NFlaky
4.24359E+11,683875278,79336015161,2.21632E+11,0,618300629,56599934505,445948, NFlaky
4.2436E+11,683883230,79336177556,2.21634E+11,0,618307419,56600409026,445948, NFlaky
2662166905,13900893,510827933,2745795241,0,14625441,1281424997,32633, NFlaky
2663224011,13909913,511022924,2747066747,0,14635194,1282174056,32653, NFlaky
2664223404,13918689,511207225,2748142019,0,14643330,1282665530,32672, NFlaky
2665755774,13931228,511488129,2749870459,0,14656267,1283492839,32695, NFlaky
82395354,136261,16176364,54656866,0,268848,14943537,290, NFlaky
85896109,160374,16797024,58780101,0,295182,17691590,291, NFlaky
91925922,184990,17871531,63566465,0,327157,19986707,292, NFlaky
94588689,203761,18340717,66477624,0,349765,21486165,292, NFlaky
7988952826,53354659,1486561326,8043844873,0,37326268,4941576517,28297, NFlaky
7990213925,53369671,1486804008,8045996017,0,37338708,4942657330,28297, NFlaky
7991081984,53378799,1486966147,8047193909,0,37346815,4943118015,28297, NFlaky
7992375117,53392253,1487204715,8049191366,0,37359163,4943860617,28297, NFlaky
4.26794E+11,729723709,80727193706,2.37469E+11,0,651912117,60205872268,168009, NFlaky
4.30337E+11,724642883,81515674802,2.45942E+11,0,703078743,60272158629,178694, NFlaky
4.24877E+11,688825231,80497547178,2.32028E+11,0,683730009,56230269811,161929, NFlaky
8892779515,61277476,1674730205,9412637746,0,46842336,5443802743,50446, NFlaky
230001012,932447,45123355,238986917,0,1259749,90277604,520, NFlaky
4.35239E+11,578237879,82025891989,2.21446E+11,0,619319428,49619930677,112678, NFlaky
4.25716E+11,741768129,80337821328,2.27896E+11,0,609154278,58913895702,143050, NFlaky
4.2183E+11,629797794,79144667067,2.2129E+11,0,582947296,52976920701,150879, NFlaky
4.2942E+11,725690372,80002820721,2.26027E+11,0,647282941,56750608881,142781, NFlaky
4.28257E+11,600741261,80482186392,2.2189E+11,0,633460023,53489614173,170673, NFlaky
3995941464,27681206,755560321,4615045589,0,23826994,2605802334,7522, NFlaky
9330708814,57614855,1763644452,9567313395,0,47900831,5211909039,49687, NFlaky
7245965542,51365637,1363104574,9321133966,0,38173025,5564701333,17541, NFlaky
223772667,1220712,43757183,300943748,0,1449538,123322833,387, NFlaky
2619244949,15271485,507774820,2861425920,0,16254897,1459660626,35359, NFlaky
7749233155,53349621,1457962186,9254890463,0,43599532,5250070671,43481, NFlaky
6462805599,37424851,1239743026,6771461918,0,36150834,3328310741,44104, NFlaky
8185630754,55686521,1522086418,8334414059,0,38804128,5110954820,28329, NFlaky
4.26147E+11,724459655,80608393904,2.36682E+11,0,650241436,59736125369,167984, NFlaky
4.26147E+11,724465798,80608491788,2.36683E+11,0,650245348,59736745714,167984, NFlaky
4.26156E+11,724528853,80610141805,2.36696E+11,0,650297359,59744542709,167990, NFlaky
4.26157E+11,724536554,80610271964,2.36698E+11,0,650302418,59745350977,167990, NFlaky
4.26158E+11,724546220,80610453702,2.36699E+11,0,650309944,59746186276,167989, NFlaky
4.29722E+11,719473654,81403024045,2.45044E+11,0,701241895,59615188645,178660, NFlaky
4.29723E+11,719479864,81403120006,2.45045E+11,0,701245887,59616078494,178660, NFlaky
4.29732E+11,719547500,81404792120,2.45061E+11,0,701298289,59628326233,178668, NFlaky
4.29732E+11,719555027,81404920516,2.45063E+11,0,701303354,59629582984,178668, NFlaky
4.29733E+11,719565844,81405098278,2.45064E+11,0,701310767,59630899810,178668, NFlaky
4.24238E+11,684675551,80380048063,2.31441E+11,0,682025142,55817348030,161901, NFlaky
4.24239E+11,684680233,80380146198,2.31441E+11,0,682028941,55817808549,161901, NFlaky
4.24247E+11,684732872,80381791015,2.31452E+11,0,682081603,55824784389,161908, NFlaky
4.24248E+11,684739441,80381921036,2.31453E+11,0,682086968,55825640907,161908, NFlaky
4.24249E+11,684750101,80382101359,2.31455E+11,0,682095659,55826548739,161908, NFlaky
2429645261,12642798,467785032,2273766786,0,13123485,1002674758,29125, NFlaky
2430535163,12650188,467944859,2274763970,0,13130434,1003222020,29135, NFlaky
2443685349,12727212,470372616,2288116609,0,13213751,1010429302,29411, NFlaky
2444505301,12734830,470518302,2289239055,0,13221036,1011158819,29420, NFlaky
2445582480,12743767,470704266,2290468108,0,13230277,1011910396,29431, NFlaky
4.29234E+11,620690518,80609662372,2.24155E+11,0,618844066,54804183428,170035, NFlaky
4.29234E+11,620694682,80609746214,2.24155E+11,0,618846980,54804445193,170035, NFlaky
4.29235E+11,620698559,80609837671,2.24156E+11,0,618849191,54804659730,170035, NFlaky
