C1,C2,C3,C4,C5,C6,C7,C8,Type
8130499807,46397665,1620168598,7477838880,0,49389911,3299219088,15488, NFlaky
8136155001,48141894,1620759445,7638084359,0,49507151,3466468416,15709, NFlaky
8119163094,47041628,1617737885,7625046323,0,49741694,3431147628,16362, NFlaky
11180154770,72220401,2200980450,11096022719,0,67003428,5420614715,27301, NFlaky
9533286619,57947578,1882790531,8942667167,0,56055306,4180103004,36254, NFlaky
4420472013,21409299,889954914,3879170059,0,24848068,1654763513,8054, NFlaky
4714440431,33664521,916920779,5050952136,0,29706101,2709877420,15015, NFlaky
4884117928,32578673,962597071,5090553674,0,33181684,2393923488,11255, NFlaky
7114184174,38745347,1430002615,6728754744,0,42753876,2904111853,43479, NFlaky
4749043647,33834707,922626801,5055367404,0,29619317,2654200707,13333, NFlaky
10406833248,65943220,2047138355,10168332517,0,61899945,5108616394,21062, NFlaky
7252193422,53243300,1409395060,8187749175,0,46882298,4383207057,11522, NFlaky
267132354,1102302,54047678,222214304,0,1612076,83477607,558, NFlaky
8131882228,46406052,1620419817,7479067525,0,49397144,3299852364,15507, NFlaky
8133362641,46413464,1620688243,7480174002,0,49403729,3300291767,15527, NFlaky
8134711449,46420745,1620932578,7481196290,0,49409361,3300689929,15547, NFlaky
8136030545,46427954,1621171797,7482208222,0,49414831,3301106822,15568, NFlaky
8137699887,48150709,1621040321,7639406724,0,49514609,3467121159,15728, NFlaky
8138985414,48157701,1621273104,7640386914,0,49520778,3467509218,15748, NFlaky
8140328823,48164963,1621516349,7641407973,0,49526480,3467884366,15768, NFlaky
8141641875,48172235,1621754412,7642410776,0,49532025,3468275870,15789, NFlaky
8120541806,47054123,1617988004,7627212073,0,49750328,3432359594,16381, NFlaky
8122062600,47063686,1618264516,7628731344,0,49758298,3433193437,16401, NFlaky
8123418857,47073673,1618509778,7630246604,0,49765712,3433890596,16421, NFlaky
8124738317,47081289,1618748529,7631353133,0,49772010,3434480294,16442, NFlaky
10903053710,69238198,2146677081,10777084513,0,64800381,5220736254,27174, NFlaky
10904051987,69245050,2146862698,10777962954,0,64806315,5221137965,27174, NFlaky
10905060853,69251640,2147049639,10778803844,0,64811798,5221522306,27174, NFlaky
10906096589,69258497,2147241698,10779661608,0,64817067,5221916157,27174, NFlaky
4756795247,32511839,924040373,4671154263,0,29232625,2363870413,13340, NFlaky
4757919804,32518956,924243084,4672163626,0,29239912,2364340914,13340, NFlaky
4759040785,32526053,924444186,4673106457,0,29246482,2364733549,13340, NFlaky
4760138292,32532877,924642851,4674020502,0,29252592,2365112407,13340, NFlaky
4421725333,21419599,890183147,3880615037,0,24857907,1655398743,8054, NFlaky
4422863475,21428377,890388170,3881816315,0,24866226,1655892509,8054, NFlaky
4423991726,21436922,890591437,3882964290,0,24874075,1656355209,8054, NFlaky
4425169000,21445786,890804306,3884199207,0,24881899,1656840214,8054, NFlaky
78144863,424121,15807794,89007183,0,567690,33636139,122, NFlaky
80507948,445465,16222748,92672225,0,587342,35258261,122, NFlaky
82876883,465657,16639868,96133508,0,605449,36674548,122, NFlaky
85059286,485570,17024667,99281355,0,622246,37994138,122, NFlaky
4875063127,32501636,960969498,5078107276,0,33130051,2388234329,11254, NFlaky
4877007389,32518132,961311464,5080737063,0,33142458,2389312182,11254, NFlaky
4878940596,32535225,961651226,5083315318,0,33153993,2390327638,11254, NFlaky
4880841890,32552016,961988793,5085865693,0,33165250,2391324397,11254, NFlaky
113649219,584066,22559114,149542013,0,750137,50789609,150, NFlaky
115391232,595743,22870889,151797133,0,761569,51545539,150, NFlaky
117160340,607414,23187939,154089515,0,772969,52312155,150, NFlaky
119041735,619041,23528037,156465239,0,784574,53054360,150, NFlaky
15669014,115773,2985663,23583590,0,127848,9291664,9, NFlaky
18081951,134975,3410530,27050528,0,147521,10523264,9, NFlaky
20383423,153631,3816700,30320045,0,165132,11693812,9, NFlaky
22594071,174537,4205373,33545359,0,182485,13048392,9, NFlaky
6545206522,45947443,1265256156,6618723069,0,40417292,3545085948,15598, NFlaky
6546689602,45955982,1265523190,6620093607,0,40425083,3545709051,15598, NFlaky
6548299559,45966526,1265817961,6621606701,0,40433153,3546361826,15599, NFlaky
6549708602,45975228,1266075023,6622847573,0,40439792,3546887516,15599, NFlaky
10685977237,68702810,2106332056,11208208248,0,64664179,5667907833,48003, NFlaky
10686952303,68710001,2106512145,11209199307,0,64670291,5668369772,48003, NFlaky
10687938836,68717164,2106694168,11210154725,0,64675986,5668796399,48003, NFlaky
10688916297,68724056,2106874502,11211055063,0,64681160,5669182901,48003, NFlaky
7138800482,39199417,1425629474,6425654062,0,43314027,2725670342,19962, NFlaky
7140371894,39209270,1425914892,6427829362,0,43323342,2726504957,19964, NFlaky
7141935398,39218528,1426191092,6429793384,0,43331986,2727183713,19964, NFlaky
7143492463,39227867,1426469306,6431737984,0,43340096,2727875462,19965, NFlaky
8749236674,50587982,1742157096,8108185824,0,52944151,3651799331,25726, NFlaky
8938081354,52160483,1776895756,8286362900,0,53841634,3768027384,25730, NFlaky
9190994568,54319955,1823685960,8537156568,0,55074232,3935514693,25755, NFlaky
9408317783,56157797,1863621819,8743266235,0,55974261,4078484715,25760, NFlaky
9621226070,57869772,1902821215,8938437496,0,56829429,4207211714,25777, NFlaky
9870710620,59720213,1949901225,9163507973,0,57825421,4350076175,25826, NFlaky
10145524744,61696136,2001808445,9416351689,0,59038565,4499280110,26009, NFlaky
10356272284,63423464,2040532365,9610975813,0,59852112,4626488684,26090, NFlaky
10551792613,64980625,2076298435,9788991906,0,60514273,4752890064,26094, NFlaky
8753743204,52278729,1742454256,8252248979,0,53026742,3793074433,25753, NFlaky
8939956566,53799877,1776643411,8421064257,0,53899397,3901270998,25756, NFlaky
9191784062,55940483,1823091167,8662723589,0,55144096,4059340726,25785, NFlaky
9411179937,57817903,1863329887,8866981215,0,56097719,4196969349,25789, NFlaky
9630309886,59620621,1903633982,9072044152,0,57004992,4339376114,25806, NFlaky
9884780881,61498177,1951612711,9301104221,0,58022281,4490490078,25857, NFlaky
10162443014,63456769,2004000780,9561337695,0,59228114,4654918786,26062, NFlaky
10374318701,65159469,2042893282,9761388575,0,60025837,4795282962,26142, NFlaky
10572922276,66705138,2079196878,9937864870,0,60688809,4921105047,26145, NFlaky
8739202790,51587113,1740107712,8346514560,0,53507405,3827223836,26640, NFlaky
8920270492,53118188,1773267854,8519326302,0,54402337,3947409534,26643, NFlaky
9167501214,55267333,1818708869,8766970501,0,55664983,4121186602,26672, NFlaky
9381834642,57171787,1857974154,8980567647,0,56672664,4278013076,26690, NFlaky
9589013482,58941135,1895906735,9186387174,0,57574072,4430986516,26709, NFlaky
9828450402,60801354,1940935334,9418054347,0,58576862,4598629444,26769, NFlaky
10083908368,62743323,1989036085,9679836039,0,59789821,4771637814,26943, NFlaky
10269939475,64388223,2022986917,9874096392,0,60606341,4911835272,27028, NFlaky
10437407864,65829239,2053388339,10042042935,0,61280491,5035235335,27039, NFlaky
4685138477,31442420,922046702,4887046831,0,31892502,2248899523,9502, NFlaky
5027080346,34036118,987448440,5234278826,0,33709906,2484623695,13175, NFlaky
5200565850,35939481,1019193248,5471163204,0,34666627,2625546706,14327, NFlaky
5521170993,38442939,1079755656,5813351868,0,36384199,2840412498,14540, NFlaky
5717277331,40215120,1115387937,6019975495,0,37301174,2999279139,14546, NFlaky
5900804165,41836266,1148698096,6205520470,0,38094938,3135172959,14559, NFlaky
6092405932,43457424,1183714428,6401515974,0,38977248,3276635367,14577, NFlaky
6275747173,45053501,1217043399,6591565418,0,39836799,3411145834,14650, NFlaky
6442818855,46422288,1247348234,6753115117,0,40512711,3528841204,14657, NFlaky
2414931121,14190506,481825190,2339036068,0,16533442,920600010,12108, NFlaky
2635277619,16146979,522303043,2553426800,0,17875216,1045527247,12335, NFlaky
3291057293,19842722,652698799,3150301120,0,21586331,1346189346,12903, NFlaky
3575098877,22186106,706037027,3473373168,0,23163408,1538436470,12984, NFlaky
3846216326,24580721,756534381,3753098393,0,24624382,1729391492,13035, NFlaky
4163422799,27164066,816379583,4078236890,0,26375128,1944547527,13235, NFlaky
4370292654,29002013,854060567,4283919841,0,27349216,2090131341,13258, NFlaky
4558558907,30734098,888067932,4470807523,0,28236425,2225327707,13264, NFlaky
4755608299,32503617,923823219,4669765362,0,29223533,2362982752,13340, NFlaky
8747559371,52200506,1742933743,8791917005,0,53455589,4007702282,25803, NFlaky
8975158735,54408946,1784661536,9105353604,0,54731942,4184204597,25817, NFlaky
9144877588,55812354,1815949306,9273133504,0,55499024,4303705584,25824, NFlaky
9395332885,57873661,1862758348,9538936555,0,56709088,4494667908,25881, NFlaky
9594335409,59647361,1899088498,9748894936,0,57620438,4653304162,25891, NFlaky
9781015464,61331705,1933017184,9945390770,0,58465578,4801091231,25900, NFlaky
10031049650,63246089,1980093894,10203174263,0,59711515,4964476510,26076, NFlaky
10215388363,64880139,2013762798,10388827655,0,60502882,5093822930,26163, NFlaky
10385853429,66368352,2044683572,10571272909,0,61195886,5228204371,26166, NFlaky
2742547796,15483977,550798239,2814318740,0,18581556,1228080705,14521, NFlaky
3080998347,18896289,614362316,3244737864,0,20993714,1475893415,14586, NFlaky
3397977164,22347460,673942618,3694268196,0,23088042,1738151263,14683, NFlaky
3636135494,24475568,717860031,3945320262,0,24363057,1925641851,14702, NFlaky
3981831396,27180844,783558845,4310710194,0,26289716,2167709715,14929, NFlaky
4137592637,28515039,811943493,4463430432,0,26969984,2280701513,14931, NFlaky
4325314632,30231677,846067181,4652241601,0,27860938,2418952798,14939, NFlaky
4507425219,31883193,879074139,4836858931,0,28734042,2555211629,14943, NFlaky
4692532616,33528793,912783425,5030798386,0,29615886,2697886911,15015, NFlaky
8991314418,54823804,1790361965,8892915150,0,55611899,3993846875,20731, NFlaky
9207083836,56510694,1830843464,9097434339,0,56618463,4130508373,20760, NFlaky
9393965672,58126541,1865087190,9283241555,0,57494413,4256686230,20821, NFlaky
9668588281,60088081,1917241195,9550237412,0,58809952,4422462606,20985, NFlaky
9837239771,61555745,1947867623,9711979464,0,59511257,4546897894,20992, NFlaky
10022740252,63008018,1981775216,9893977892,0,60253148,4685437571,21006, NFlaky
10187861500,64346016,2011868607,10052712964,0,60909171,4802047823,21018, NFlaky
10346024330,65617455,2040615522,10200905665,0,61510681,4910887662,21021, NFlaky
10472268922,66523827,2063619135,10310636266,0,61919570,4988191782,21040, NFlaky
9446837187,57136890,1880806345,9608138980,0,56864947,4373490213,45369, NFlaky
9704306783,59360255,1929185746,9893679418,0,58098364,4552115328,45444, NFlaky
9872397180,60769764,1960094958,10050165175,0,58720813,4658829382,45457, NFlaky
10087140345,62635321,1999510564,10260511895,0,59587250,4811793807,45584, NFlaky
10290553550,64643008,2036702905,10504031099,0,60424501,4987625541,45589, NFlaky
10509334523,67087121,2077710853,10833832633,0,61435362,5206294759,45635, NFlaky
10754248907,69545119,2123784110,11213748160,0,62697044,5447355636,45794, NFlaky
10921894107,71451999,2154140561,11456935828,0,63404911,5609352545,45804, NFlaky
11085756106,73118543,2183882487,11691036392,0,64051199,5758611618,45805, NFlaky
2529011726,13982597,506408904,2517380911,0,16944911,1073968692,12323, NFlaky
2750420821,16337140,547085061,2815195389,0,18523735,1238191603,12586, NFlaky
3281893042,20553488,650998577,3441732017,0,22037882,1563474666,12928, NFlaky
3543046002,23515243,699453873,3801823649,0,23714568,1785492360,12953, NFlaky
3782967887,25749827,743746172,4063777064,0,24986541,1971815366,13007, NFlaky
3988638008,27660248,781209426,4281154623,0,25985072,2126181935,13021, NFlaky
4303493090,30129150,840730413,4620379068,0,27605224,2344985180,13230, NFlaky
4494487489,31887773,875318197,4812027384,0,28438431,2492148344,13235, NFlaky
4746160951,33814636,922089809,5052025058,0,29605633,2651839382,13333, NFlaky
4688618135,30462524,922929892,4756925490,0,31456966,2251314724,11547, NFlaky
4948475713,32816717,970987195,5033609714,0,32910723,2442515005,15167, NFlaky
5196444162,34963514,1016979747,5295406467,0,34251185,2625800657,15212, NFlaky
5509489315,37361966,1076116671,5618188825,0,35954098,2837667706,15453, NFlaky
5695470315,39042494,1109800272,5807011799,0,36812712,2977960626,15458, NFlaky
5914990504,40743687,1150812040,6017618464,0,37800944,3125716503,15504, NFlaky
6099728599,42388449,1184358214,6204815063,0,38685655,3255065039,15571, NFlaky
6269046662,43821165,1215056389,6367229576,0,39404845,3369304988,15585, NFlaky
6401404998,44820787,1239113797,6484402053,0,39882885,3448782649,15592, NFlaky
2753280790,15739072,553814603,3066133294,0,18965788,1312569157,5291, NFlaky
3052339742,18829952,609042458,3479853205,0,21069403,1572450502,5313, NFlaky
3456022273,22049093,686083949,3938662681,0,23524301,1872792144,5572, NFlaky
3636431572,23968126,719212161,4168109936,0,24513627,2028906015,5575, NFlaky
3893722671,26389823,766770270,4489126490,0,25950459,2257714530,5639, NFlaky
4127216681,28576377,809671061,4751981752,0,27121100,2461717962,5663, NFlaky
4340004766,30681196,848591516,5023611691,0,28264525,2653232886,5688, NFlaky
4525801979,32531195,882208462,5250839381,0,29226402,2813933139,5691, NFlaky
4713770947,34549348,916487995,5533749263,0,30358995,2982404627,5771, NFlaky
9558856675,57185099,1899488639,9194802843,0,58239725,4432629882,32446, NFlaky
9800890769,59170708,1945457881,9466114049,0,59511258,4579932538,32517, NFlaky
10029991521,61267047,1988810767,9756339661,0,60741578,4740929586,32569, NFlaky
10221907115,63154002,2024017338,9992832079,0,61788634,4878978951,32647, NFlaky
10457999110,65232352,2068515212,10283429446,0,63132541,5037984128,33726, NFlaky
10619942600,66941927,2097905663,10489356143,0,63929807,5166259859,36894, NFlaky
10776689007,68312224,2126387319,10643914272,0,64525932,5274822755,41667, NFlaky
10933509273,69671782,2154887975,10809597020,0,65190232,5391305690,44191, NFlaky
11090056464,70906109,2183382873,10954462582,0,65776171,5495113599,44192, NFlaky
11253060307,68865306,2215274686,10464095577,0,63971331,5118338567,27123, NFlaky
11318818153,69541431,2227513311,10549861929,0,64306820,5191506632,28278, NFlaky
11383673743,70288378,2239548980,10656836622,0,64698063,5265173263,29061, NFlaky
11272342138,70745589,2217706168,10639381189,0,64174778,5303492060,27194, NFlaky
11335026108,71473089,2229339629,10735736495,0,64518243,5371118722,28121, NFlaky
11400330254,72114145,2241484331,10824186509,0,64892247,5441813360,28604, NFlaky
11107199947,69716911,2186437445,10680382669,0,64789934,5343372263,28009, NFlaky
11164912621,70295551,2197185348,10749472023,0,65121287,5397639360,28101, NFlaky
11225413435,70926568,2208468266,10829534783,0,65505357,5455802888,28596, NFlaky
7121427910,50288116,1381923958,7433382886,0,44252878,3844619041,15653, NFlaky
7189754602,51027236,1394654594,7530915448,0,44739309,3903211951,15668, NFlaky
7248375686,51687954,1405540490,7616916046,0,45137223,3957993805,15682, NFlaky
9384578047,56504141,1854918207,8763590401,0,55145751,4053875052,36182, NFlaky
9456732057,57237348,1868303635,8856546972,0,55605559,4120209332,36209, NFlaky
9514062421,57819975,1878959718,8920706994,0,55922322,4167497694,36240, NFlaky
10910555416,68955324,2151188289,11050406595,0,64131407,5435882312,27177, NFlaky
10968085886,69572423,2161893557,11125245810,0,64475659,5490904371,29242, NFlaky
11032057786,70255738,2173782374,11239280601,0,64886909,5563075779,29981, NFlaky
11056664867,71245336,2178223542,11251751631,0,66577146,5636610833,25337, NFlaky
11118716942,71961524,2189781498,11343842371,0,67004423,5697950251,25918, NFlaky
11173363913,72555960,2199960989,11422435092,0,67352048,5752789013,26827, NFlaky
4712325876,30598928,930880173,4809204329,0,31862591,2216907669,11228, NFlaky
4797195753,31558152,946600606,4948599320,0,32507899,2304526157,11251, NFlaky
4873061979,32482986,960617145,5074852238,0,33115607,2386495438,11254, NFlaky
6581993297,32851855,1326759359,6000877371,0,38704316,2470390753,42646, NFlaky
6676663008,33845295,1344392051,6144471734,0,39399352,2549312195,43306, NFlaky
6758324607,34677018,1359600302,6247444324,0,39909221,2618484099,43312, NFlaky
5318226164,36598141,1037709807,5593393612,0,32862052,2875252613,14422, NFlaky
5391650320,37310707,1051313237,5683972770,0,33298681,2942374741,14429, NFlaky
5454822721,38096046,1063071991,5787023333,0,33700560,3011157410,14433, NFlaky
10935559914,68533932,2154393322,10649266084,0,64857352,5323986757,22019, NFlaky
10993530999,69142483,2165144365,10724841647,0,65186727,5383387308,22111, NFlaky
11057064087,69861467,2176952034,10823194966,0,65625267,5447732431,22358, NFlaky
5516941370,39963137,1077427424,6334716716,0,35705659,3383752586,7130, NFlaky
5579803482,40614647,1089096582,6416773415,0,36089765,3441426805,9224, NFlaky
5640339917,41276611,1100322932,6502800566,0,36494219,3499090067,10043, NFlaky
9222830409,53817950,1836823693,8731863010,0,56092565,4141777674,32386, NFlaky
9293697851,54579531,1849960807,8824508081,0,56579484,4215161636,32398, NFlaky
9366304208,55428685,1863373792,8945902463,0,57123867,4295864995,32405, NFlaky
10724017959,66246771,2107950751,9940740363,0,61027816,4859118796,26100, NFlaky
10737935749,67867088,2109361148,10085860597,0,61190564,5028668588,26154, NFlaky
10581002009,67015987,2079614771,10186950369,0,61815699,5138955907,27048, NFlaky
6589567036,47564059,1274054563,6887699416,0,41060583,3619466326,14660, NFlaky
4911933142,33785256,952211195,4817505344,0,29857772,2465495211,13350, NFlaky
11171340368,71357138,2199153002,11390279095,0,65372008,5668911016,29984, NFlaky
10526251185,68617893,2070520886,10745187732,0,63575280,5425740867,24271, NFlaky
5057568961,34551496,994419863,5353684201,0,34060338,2546039263,11272, NFlaky
5985994371,29664715,1206719151,5427674540,0,35114556,2218174040,28569, NFlaky
11228966667,72591206,2211019532,11482198017,0,66951345,5782833354,44344, NFlaky
6543621516,45936596,1264968678,6616796839,0,40406596,3543839890,15598, NFlaky
10684897021,68694377,2106132207,11206725588,0,64656130,5666946135,48003, NFlaky
8401380127,48137874,1671209117,7826327679,0,50730117,3661189370,27278, NFlaky
8127821114,46381438,1619664559,7475063071,0,49378711,3297146720,15399, NFlaky
8133454408,48125819,1620253132,7635376337,0,49496047,3464531511,15620, NFlaky
8116476336,47023582,1617233082,7621696283,0,49730523,3428389169,16273, NFlaky
11177876965,72205737,2200545490,11093732045,0,66993382,5418985353,27300, NFlaky
11153914012,70365139,2194293477,10747253112,0,66472777,5195981885,37631, NFlaky
3628810432,14930930,737775737,2920399366,0,19178827,1094612169,7294, NFlaky
9907861860,63818157,1952754852,10113016002,0,60062296,4977608438,24092, NFlaky
8601350063,51857578,1715883150,8493161826,0,53523756,3738687603,20596, NFlaky
11191990366,73977338,2204496895,11847837449,0,64714356,5851922932,45858, NFlaky
8726281082,52323826,1730960073,8698641186,0,50854561,4069033732,42699, NFlaky
11221986113,71116320,2208485247,11000282000,0,66596822,5575325330,25919, NFlaky
10456762604,66889501,2064157452,10987807390,0,63660634,5513761063,47992, NFlaky
7388544715,40781450,1474715333,6709688059,0,44758291,2894969704,20132, NFlaky
4226892495,19772618,856127238,3585149396,0,23943269,1285218402,8141, NFlaky
4313985708,20485908,872235656,3674682869,0,24585795,1342988114,8151, NFlaky
4405780212,21195470,889606274,3768476922,0,25222946,1403440702,8174, NFlaky
4478858445,21799801,903270795,3844648569,0,25710620,1457341584,8181, NFlaky
4560198237,22497216,918641195,3931597789,0,26287112,1518159364,8196, NFlaky
4224859968,19419719,855607570,3486639144,0,23653207,1324326458,8146, NFlaky
4311824054,20126826,871681891,3577267192,0,24296152,1382966797,8152, NFlaky
4402585838,20828918,888841894,3671732660,0,24928778,1443944783,8178, NFlaky
4474974653,21413503,902352449,3747413885,0,25412923,1497649592,8186, NFlaky
4555798399,22072623,917609351,3833283014,0,25971882,1558517637,8199, NFlaky
4226557623,20116055,855767883,3623114067,0,23978012,1364129492,8110, NFlaky
4313616291,20838323,871875609,3714744042,0,24619208,1425089627,8119, NFlaky
4405161635,21580330,889199757,3813779146,0,25264417,1489657773,8144, NFlaky
4476865918,22174804,902592465,3888916290,0,25743385,1544098858,8151, NFlaky
4556863677,22840955,917691209,3973888513,0,26299001,1604957438,8166, NFlaky
10576193130,66306204,2084971039,10411975091,0,62643859,4988087391,27136, NFlaky
10663723525,67190782,2101418052,10529459750,0,63272856,5056364150,27144, NFlaky
10745718489,67942522,2116775507,10619866822,0,63831078,5116659081,27148, NFlaky
10818567857,68552520,2130503879,10690457222,0,64270878,5164312600,27151, NFlaky
10902016461,69230527,2146484129,10775914807,0,64792889,5220011809,27174, NFlaky
8507162016,50827452,1681609927,7839073245,0,49712544,3577820634,18903, NFlaky
8585934817,51501663,1696335500,7931927840,0,50243242,3635417013,19389, NFlaky
8670070440,52232976,1712385476,8038866029,0,50836259,3696403148,21586, NFlaky
8736717064,52784123,1724937031,8109660332,0,51264423,3743186328,23549, NFlaky
8816859464,53480581,1740130187,8202840358,0,51834561,3810661850,25394, NFlaky
3948164112,17286151,798950236,3273447915,0,21398457,1279338233,7502, NFlaky
4055968034,18207890,819511014,3397630570,0,22214986,1355311214,7546, NFlaky
4207029149,19364257,849133881,3580133532,0,23295544,1461954184,7640, NFlaky
4330546995,20622064,872843880,3767982517,0,24243180,1574174597,8030, NFlaky
4415125286,21375302,888949741,3873462750,0,24821601,1650554814,8054, NFlaky
9983130045,64423777,1966890828,10189374326,0,60514543,5032102606,24100, NFlaky
10079547018,65163971,1985423644,10290431425,0,61132215,5100347588,24145, NFlaky
10162105330,65791749,2001252363,10374462903,0,61635131,5157754876,24165, NFlaky
10300056047,66698365,2028616548,10513527398,0,62482436,5247420165,24247, NFlaky
10378643632,67404329,2043565281,10604017499,0,63022048,5317879309,24262, NFlaky
10570417598,67279519,2082428149,10426820919,0,62538316,5076669659,22747, NFlaky
10725073050,68332340,2113054102,10598488842,0,63501235,5193532094,26455, NFlaky
10791857791,68891448,2125614391,10670310310,0,63900509,5246392640,27657, NFlaky
10861222375,69529584,2138686306,10752553639,0,64366121,5308432725,27732, NFlaky
10937547924,70166767,2153333637,10842836584,0,64837928,5375630369,29901, NFlaky
3751926674,15518019,762765725,3106321572,0,19987975,1152013342,14767, NFlaky
3982128561,16960437,808227949,3332951346,0,21514294,1284411113,14932, NFlaky
4074569734,17750353,825365724,3430671557,0,22206786,1348996033,14945, NFlaky
4165233152,18500390,842470442,3524909629,0,22847566,1412533124,14956, NFlaky
4242958548,19227272,857058228,3624035620,0,23404849,1474038543,14967, NFlaky
10421562399,65409224,2055716651,10567528121,0,61719651,5142842339,44087, NFlaky
10521338232,66168570,2074875261,10676864269,0,62338696,5221047320,44120, NFlaky
10683481725,67240865,2107087584,10854992868,0,63342114,5343534922,44229, NFlaky
10761743115,67888581,2121928169,10942786830,0,63843721,5411044852,44235, NFlaky
10846926782,68643640,2138205184,11045191088,0,64437753,5488740427,44253, NFlaky
9976014151,62257316,1963997375,9616820774,0,59025021,4782605588,20898, NFlaky
10054565405,63007795,1978716245,9728748472,0,59536951,4848873548,20904, NFlaky
10245793078,64355744,2016694820,9952419068,0,60738586,4976274236,21039, NFlaky
10322704716,65103385,2031185601,10057240526,0,61279648,5038539683,21046, NFlaky
10404573729,65929123,2046706232,10166033976,0,61889596,5106884626,21062, NFlaky
10854560947,69783654,2139724846,11384420273,0,65690769,5779425004,48116, NFlaky
10940121075,70432143,2156083116,11475590511,0,66215760,5843421389,48149, NFlaky
11013376721,71034467,2169949090,11554444572,0,66686303,5900761319,48156, NFlaky
11078934028,71568304,2182375919,11627122553,0,67081029,5954110460,48157, NFlaky
11157596613,72258219,2197362461,11719558154,0,67615117,6028522063,48176, NFlaky
7501286761,41645408,1496281466,6833050815,0,45470109,2983045540,20181, NFlaky
7579861940,42271911,1511003622,6916704548,0,45928708,3047925471,20192, NFlaky
7729014996,43274167,1540380759,7082746388,0,46834246,3171362886,20350, NFlaky
7848708252,44157801,1563485175,7213995646,0,47509710,3269643823,20406, NFlaky
7936594032,44928675,1580100186,7317309632,0,48091119,3353084405,20431, NFlaky
3572940149,14848868,726574268,2946432442,0,19349116,960652062,7653, NFlaky
3573172631,14433898,726470251,2834245676,0,19050651,980969886,7654, NFlaky
3573984287,14928888,726455034,2944219908,0,19296460,1014199960,7618, NFlaky
11244538583,72756633,2213149667,11159509714,0,67380772,5465190945,27303, NFlaky
8048719236,46546127,1590711835,7310613600,0,46160644,3305650652,18570, NFlaky
3829796975,16417279,776360914,3150590145,0,20586967,1206967321,7447, NFlaky
8054913679,48868698,1596058771,7877620349,0,47902603,3827654975,19786, NFlaky
8679498712,52479562,1730470493,8570907207,0,53973953,3793703521,20600, NFlaky
6832167433,35322936,1373567521,6327610021,0,40375071,2677242590,43318, NFlaky
10914520569,69236683,2151061221,11119645332,0,64857773,5543792764,44255, NFlaky
11129070625,70443021,2190542675,10899427531,0,66041280,5504845845,23713, NFlaky
10533782342,67488045,2078588516,11064967486,0,64108080,5564961268,47996, NFlaky
3588449122,14823992,729309502,2860412863,0,19218954,1017434375,15063, NFlaky
189300872,776540,38475894,202678352,0,1152893,56227306,447, NFlaky
257933246,1100290,52404419,265204187,0,1623742,79294962,571, NFlaky
189644620,739522,38533951,151012757,0,1100541,53201092,446, NFlaky
258338365,1048707,52471222,211949562,0,1564002,75096402,576, NFlaky
189606337,743883,38519137,164990413,0,1115821,54722366,446, NFlaky
257982421,1087159,52389121,234835717,0,1598143,80659316,572, NFlaky
7263277792,51814943,1408535418,7641160931,0,45261922,3969215351,15699, NFlaky
7265868401,51834957,1409026781,7644566363,0,45273650,3971153507,15699, NFlaky
9516611619,57836041,1879444523,8923478714,0,55934587,4169813081,36240, NFlaky
9530964042,57933327,1882347370,8940585001,0,56045317,4178675846,36254, NFlaky
3832737036,16438026,776901811,3153807445,0,20603926,1208630638,7447, NFlaky
3861788784,16570128,782912064,3182641009,0,20795168,1220386109,7494, NFlaky
9709286798,62532469,1913306343,9845912305,0,58895393,4857319858,23968, NFlaky
9711555679,62547111,1913738696,9849012852,0,58905273,4859171351,23968, NFlaky
5383919383,38474388,1059382855,5855622005,0,36844560,2792585927,11483, NFlaky
5386649816,38494542,1059896963,5859521499,0,36858361,2794945162,11483, NFlaky
9147304560,54584333,1824002569,9275087023,0,55365424,4180510071,45297, NFlaky
9149730555,54598487,1824462123,9277406568,0,55375177,4182326050,45297, NFlaky
8740620681,52427854,1733852357,8718607868,0,50965830,4079262388,42722, NFlaky
8743029674,52442294,1734312036,8720906869,0,50975853,4081009337,42722, NFlaky
11226589456,71145337,2209367383,11004594461,0,66616363,5578132193,26097, NFlaky
11240536173,71240412,2212196090,11021600289,0,66718290,5586914606,26390, NFlaky
7216092884,53013901,1402367205,8151711612,0,46684949,4364497469,11501, NFlaky
7230093215,53105272,1405194056,8168857615,0,46794286,4373682334,11522, NFlaky
195695095,755043,39608487,156983973,0,1136386,56669926,441, NFlaky
263595815,1078372,53400481,218915087,0,1592992,81528031,558, NFlaky
3885318697,17852248,788098205,3278642267,0,21880125,1138396021,7852, NFlaky
3884033364,17516899,787707868,3176225390,0,21594273,1173105135,7855, NFlaky
3885123734,18193713,787766862,3313569436,0,21922684,1212589219,7818, NFlaky
11087135474,71553774,2182979255,11004085207,0,66444868,5359866510,27256, NFlaky
8253951645,49392407,1631045144,7610332554,0,48208132,3468109723,18654, NFlaky
8103899523,47783908,1615282703,7983463124,0,49693111,3617153808,14898, NFlaky
4945538392,36252962,962272533,5336721830,0,31772964,2902715083,15128, NFlaky
5369289262,38372285,1056447475,5835408597,0,36727202,2782886788,11458, NFlaky
7111732967,38730496,1429539013,6726276363,0,42742729,2902177745,43479, NFlaky
11089652360,71436073,2185635734,11342785075,0,66452732,5683203183,44338, NFlaky
6778825758,48525808,1311152874,6890891497,0,42456119,3719485495,15712, NFlaky
4940348248,37210071,961004049,5827531452,0,32447841,3174245950,5892, NFlaky
8667226343,50863434,1724329017,8150946490,0,52809438,3871870954,29502, NFlaky
